title,scope_regionality,region,location_1,location_2,location_3,location_4,location_5,location_6,location_raw,organisation_1,organisation_2,organisation_3,organisation_4,organisation_5,organisation_6,organisation_7,organisation_8,organisation_raw,registry_url,information_url,type,subject_frame,subject_information,scope_population,scope_age,age_max,age_min,sample_design,sample_analysis_unit,sample_size_rounded,start_date,end_date,resource_url_1,resource_url_2,resource_url_3,resource_url_4,resource_url_5,results_seroprevalence_information,results_publication_url,results_publication_date,results_publication_type,analysis_data_source,analysis_target,analysis_isotype,analysis_test,analysis_test_manufacturer_1,analysis_test_manufacturer_2,analysis_test_manufacturer_3,analysis_test_manufacturer_4,analysis_test_manufacturer_5,analysis_test_manufacturer_6,analysis_test_manufacturer_7,analysis_test_manufacturer_raw,results_seroprevalence_adjustment,results_seroprevalence_sensitivity,results_seroprevalence_specificity,results_seroprevalence_positive,results_seroprevalence_positive_95pct_lower,results_seroprevalence_positive_95pct_upper,record_created,record_modified,results_underreporting
Die Ausbreitung des neuen Coronavirus (SARS-CoV-2) und die gesundheitlichen Folgen (CoKoS),Lokal/Regional,Baden-Württemberg,Stuttgart,,,,,,Stuttgart,Gesundheitsamt Stuttgart,Klinikum Stuttgart,Universitätsklinik Tübingen,,,,,,"Gesundheitsamt Stuttgart, Klinikum Stuttgart, Universitätsklinik Tübingen",,"https://www.stuttgarter-zeitung.de/inhalt.forschungsprojekt-in-stuttgart-antikoerper-studie-zu-corona-in-der-stadt.50b185f5-ab99-4f1a-9268-00ed87f97bf2.html
https://www.klinikum-stuttgart.de/aktuell-im-klinikum/presse/presseinformation/studie-zur-verbreitung-des-corona-virus-in-stuttgart",Längsschnitt/Prospektive Kohortenstudie,Wohnbevölkerung,Stuttgarter Allgemeinbevölkerung (Stichprobe A),Allgemeinbevölkerung,Mehrere,,5,Nicht-Einwohnermeldeamts-Zufallsstichprobe,Teilnehmende,5000,2020-05-15,2020-07-14,,,,,,Seroprävalenz von Antikörper gegen das Spikeprotein unter Einwohner und Einwohnerinnen in Stuttgart für den Zeitraum Juni bis Juli 2021,https://doi.org/10.1007/s15010-022-01830-x,2022-06-01,Peer-reviewed Publikation,Kapillarblut,anti-S1,IgG,"ELISA ",EUROIMMUN,,,,,,,EUROIMMUN,,,,0.716,,,,2022-06-13,
Die Ausbreitung des neuen Coronavirus (SARS-CoV-2) und die gesundheitlichen Folgen (CoKoS),Lokal/Regional,Baden-Württemberg,Stuttgart,,,,,,Stuttgart,Gesundheitsamt Stuttgart,Klinikum Stuttgart,Universitätsklinik Tübingen,,,,,,"Gesundheitsamt Stuttgart, Klinikum Stuttgart, Universitätsklinik Tübingen",,"https://www.stuttgarter-zeitung.de/inhalt.forschungsprojekt-in-stuttgart-antikoerper-studie-zu-corona-in-der-stadt.50b185f5-ab99-4f1a-9268-00ed87f97bf2.html
https://www.klinikum-stuttgart.de/aktuell-im-klinikum/presse/presseinformation/studie-zur-verbreitung-des-corona-virus-in-stuttgart",Längsschnitt/Prospektive Kohortenstudie,Wohnbevölkerung,Stuttgarter Allgemeinbevölkerung (Stichprobe A),Allgemeinbevölkerung,Mehrere,,5,Nicht-Einwohnermeldeamts-Zufallsstichprobe,Teilnehmende,5000,2020-05-15,2020-07-14,,,,,,Seroprävalenz von Antikörper gegen das Nuklepkapsid unter Einwohner und Einwohnerinnen in Stuttgart für den Zeitraum Juni bis Juli 2021,https://doi.org/10.1007/s15010-022-01830-x,2022-06-01,Peer-reviewed Publikation,Kapillarblut,anti-Nukleokapsid,IgG,"ELISA ",EUROIMMUN,,,,,,,EUROIMMUN,,,,0.048,,,,2022-06-13,
Serologische Untersuchungen bei Blutspendern des Großraumes Magdeburg auf Antikörper gegen SARS-CoV-2 (SeMaCo),Lokal/Regional,Sachsen-Anhalt,Magdeburg,,,,,,Magdeburg,Otto-von-Guericke-Universität Magdeburg,,,,,,,,"Medizinische Fakultät, Otto-von-Guericke-Universität Magdeburg",,http://www.itib.ovgu.de/Forschung+_+Lehre.html,Wiederholte Querschnitte,Blutspendende,Blutspendene aus Magdeburg und Umgebung,Allgemeinbevölkerung,Erwachsene,,18,Blutspende,Teilnehmende,300,2021-01-20,2021-01-31,,,,,,Seroprävalenz unter den Blutspendenen für den Zeitraum Januar 2021,https://www.karger.com/Article/Pdf/518751,2021-09-07,Presentation,Vollblut,,,,N/A,,,,,,,N/A,,,,0.037,,,2022-04-25,2022-05-10,
Serologische Untersuchungen bei Blutspendern des Großraumes Magdeburg auf Antikörper gegen SARS-CoV-2 (SeMaCo),Lokal/Regional,Sachsen-Anhalt,Magdeburg,,,,,,Magdeburg,Otto-von-Guericke-Universität Magdeburg,,,,,,,,"Medizinische Fakultät, Otto-von-Guericke-Universität Magdeburg",,http://www.itib.ovgu.de/Forschung+_+Lehre.html,Wiederholte Querschnitte,Blutspendende,Blutspendene aus Magdeburg und Umgebung,Allgemeinbevölkerung,Erwachsene,,18,Blutspende,Teilnehmende,600,2021-02-01,2021-02-28,,,,,,Seroprävalenz unter den Blutspendenen für den Zeitraum Februar 2021,https://www.karger.com/Article/Pdf/518751,2021-09-07,Presentation,Vollblut,,,,N/A,,,,,,,N/A,,,,0.074,,,2022-04-25,2022-05-10,
Serologische Untersuchungen bei Blutspendern des Großraumes Magdeburg auf Antikörper gegen SARS-CoV-2 (SeMaCo),Lokal/Regional,Sachsen-Anhalt,Magdeburg,,,,,,Magdeburg,Otto-von-Guericke-Universität Magdeburg,,,,,,,,"Medizinische Fakultät, Otto-von-Guericke-Universität Magdeburg",,http://www.itib.ovgu.de/Forschung+_+Lehre.html,Wiederholte Querschnitte,Blutspendende,Blutspendene aus Magdeburg und Umgebung,Allgemeinbevölkerung,Erwachsene,,18,Blutspende,Teilnehmende,900,2021-03-01,2021-03-31,,,,,,Seroprävalenz unter den Blutspendenen für den Zeitraum März 2021,https://www.karger.com/Article/Pdf/518751,2021-09-07,Presentation,Vollblut,,,,N/A,,,,,,,N/A,,,,0.12,,,2022-04-25,2022-05-10,
Serologische Untersuchungen bei Blutspendern des Großraumes Magdeburg auf Antikörper gegen SARS-CoV-2 (SeMaCo),Lokal/Regional,Sachsen-Anhalt,Magdeburg,,,,,,Magdeburg,Otto-von-Guericke-Universität Magdeburg,,,,,,,,"Medizinische Fakultät, Otto-von-Guericke-Universität Magdeburg",,http://www.itib.ovgu.de/Forschung+_+Lehre.html,Wiederholte Querschnitte,Blutspendende,Blutspendene aus Magdeburg und Umgebung,Allgemeinbevölkerung,Erwachsene,,18,Blutspende,Teilnehmende,500,2021-04-01,2021-04-30,,,,,,Seroprävalenz unter den Blutspendenen für den Zeitraum April 2021,https://www.karger.com/Article/Pdf/518751,2021-09-07,Presentation,Vollblut,,,,N/A,,,,,,,N/A,,,,0.253,,,2022-04-25,2022-05-10,
Serologische Untersuchungen bei Blutspendern des Großraumes Magdeburg auf Antikörper gegen SARS-CoV-2 (SeMaCo),Lokal/Regional,Sachsen-Anhalt,Magdeburg,,,,,,Magdeburg,Otto-von-Guericke-Universität Magdeburg,,,,,,,,"Medizinische Fakultät, Otto-von-Guericke-Universität Magdeburg",https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00023263,http://www.itib.ovgu.de/Forschung+_+Lehre.html,Wiederholte Querschnitte,Blutspendende,Blutspendene aus Magdeburg und Umgebung,Allgemeinbevölkerung,Erwachsene,,18,Blutspende,Teilnehmende,2200,2021-01-20,2021-04-30,https://www.med.uni-magdeburg.de/Kommunikation+_+Presse/Marketing_+Kommunikation+und+Medien/Presse/Pressemitteilungen/Universit%C3%A4tsmedizin+Magdeburg/UMMD+_+03_06_2021+Erste+Ergebnisse+der+Magdeburger+Antik%C3%B6rperstudie+zu+COVID_19_+Von+einer+breiten+Immunit%C3%A4t+noch+weit+entfernt-p-22890.html,https://www.karger.com/Article/Pdf/518751,,,,Seroprävalenz unter allen teilnehmenden Blutspendenden Januar bis April 2021,https://www.karger.com/Article/Pdf/518751,2022-09-07,Presentation,Vollblut,,,,N/A,,,,,,,N/A,,,,0.129,,,2021-09-03,2022-05-10,
Serologische Untersuchungen bei Blutspendern des Großraumes Magdeburg auf Antikörper gegen SARS-CoV-2 (SeMaCo),Lokal/Regional,Sachsen-Anhalt,Magdeburg,,,,,,Magdeburg,Otto-von-Guericke-Universität Magdeburg,,,,,,,,"Medizinische Fakultät, Otto-von-Guericke-Universität Magdeburg",,http://www.itib.ovgu.de/Forschung+_+Lehre.html,Wiederholte Querschnitte,Blutspendende,Blutspendene aus Magdeburg und Umgebung,Allgemeinbevölkerung,Erwachsene,,18,Blutspende,Teilnehmende,1900,2021-01-18,2021-04-30,,,,,,Anteil der Seropositiven unter ungeimpften Blutspendenden Januar bis April 2021,https://www.med.uni-magdeburg.de/Kommunikation+_+Presse/Marketing_+Kommunikation+und+Medien/Presse/Pressemitteilungen/Universit%C3%A4tsmedizin+Magdeburg/UMMD+_+03_06_2021+Erste+Ergebnisse+der+Magdeburger+Antik%C3%B6rperstudie+zu+COVID_19_+Von+einer+breiten+Immunit%C3%A4t+noch+weit+entfernt-p-22890.html,2021-06-03,Press release,Vollblut,,,,N/A,,,,,,,N/A,,,,0.06,,,2021-09-03,2021-10-17,
Seroprävalenz COVID-19 Düsseldorf: junge Düsseldorfer/-innen (SERODUS I),Lokal/Regional,Nordrhein-Westfalen,Düsseldorf,,,,,,Düsseldorf,Universitätsklinikum Düsseldorf,Stadt Düsseldorf,,,,,,,Universitätsklinikum Düsseldorf und Stadt Düsseldorf,,https://www.uniklinik-duesseldorf.de/patienten-besucher/klinikeninstitutezentren/institut-fuer-medizinische-soziologie/das-institut/forschung/serodus,Querschnitt,Wohnbevölkerung,Einwohnerinnen und Einwohner der Stadt Düsseldorf,Allgemeinbevölkerung,Erwachsene,30,18,Einwohnermeldeamts-Zufallsstichprobe,Teilnehmende,2200,2020-11-02,2020-11-27,https://doi.org/10.1016/j.puhe.2022.03.009,,,,,Seroprävalenz 18-30 Jähriger in Düsseldorf,https://doi.org/10.1016/j.puhe.2022.03.009,2022-03-23,Peer-reviewed Publikation,Vollblut,anti Nucleocapsid,Gesamt Ig-Antikörper,Elektrochemolumineszenz (ECL)-Immunassay; LIPS,ROCHE,,,,,,,ROCHE,Adjustiert für Test-Güte,0.995,0.998,0.031,0.024,0.04,,2022-05-10,1.7
Seroprävalenz von SARS-CoV-2 (COVID-19) bei Kindern und Jugendlichen unter 18 Jahren in Deutschland: Zeitreihe in Sentinel Kinderkliniken,Bundesweit,Bundesweit,Deutschland,,,,,,"14 Kinderkliniken aus ganz Deutschland, Schwerpunkt Nordrhein-Westfalen",14 große Kinderkliniken,,,,,,,,14 große Kinderkliniken,,https://www.umm.de/medien/pressemitteilungen/pressemitteilung/news/sars-cov-2-kids-studie-grosse-multizentrische-studie-mit-kindern-und-jugendlichen/,Wiederholte Querschnitte,Nicht COVID-bedingte ärztliche Inanspruchnahme,"Kinder und Jugendliche bis 17 Jahre, die in den teilnehmenden Kinderkliniken versorgt wurden",Besondere Bevölkerungsgruppen,Kinder/Jugendliche ≤ 18Jahre,17,0,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,,2020-06-01,2020-09-30,,,,,,Seroprävalenz bei Kindern und Jugendlichen bis 17 Jahre für den Zeitraum Juni - September 2020,https://doi.org/10.1038/s41467-022-30482-6,2022-06-06,Peer-reviewed Publikation,Vollblut,anti -S1,IgG,"ELISA ",EUROIMMUN,,,,,,,EUROIMMUN,Bevölkerungsgewichtet,,,0.02,0.016,0.025,2022-01-10,2022-02-11,
Seroprävalenz von SARS-CoV-2 (COVID-19) bei Kindern und Jugendlichen unter 18 Jahren in Deutschland: Zeitreihe in Sentinel Kinderkliniken,Bundesweit,Bundesweit,Deutschland,,,,,,"14 Kinderkliniken aus ganz Deutschland, Schwerpunkt Nordrhein-Westfalen",14 große Kinderkliniken,,,,,,,,14 große Kinderkliniken,,https://www.umm.de/medien/pressemitteilungen/pressemitteilung/news/sars-cov-2-kids-studie-grosse-multizentrische-studie-mit-kindern-und-jugendlichen/,Wiederholte Querschnitte,Nicht COVID-bedingte ärztliche Inanspruchnahme,"Kinder und Jugendliche bis 17 Jahre, die in den teilnehmenden Kinderkliniken versorgt wurden",Besondere Bevölkerungsgruppen,Kinder/Jugendliche ≤ 18Jahre,17,0,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,,2020-10-01,2021-03-31,,,,,,Seroprävalenz bei Kindern und Jugendlichen bis 17 Jahre für den Zeitraum Oktober 2020 - März 2021,https://doi.org/10.1038/s41467-022-30482-6,2022-06-06,Peer-reviewed Publikation,Vollblut,anti -S1,IgG,"ELISA ",EUROIMMUN,,,,,,,EUROIMMUN,Bevölkerungsgewichtet,,,0.108,0.087,0.129,2022-01-10,2022-02-11,
Seroprävalenz von SARS-CoV-2 (COVID-19) bei Kindern und Jugendlichen unter 18 Jahren in Deutschland: Zeitreihe in Sentinel Kinderkliniken,Bundesweit,Bundesweit,Deutschland,,,,,,"14 Kinderkliniken aus ganz Deutschland, Schwerpunkt Nordrhein-Westfalen",14 große Kinderkliniken,,,,,,,,14 große Kinderkliniken,,https://www.umm.de/medien/pressemitteilungen/pressemitteilung/news/sars-cov-2-kids-studie-grosse-multizentrische-studie-mit-kindern-und-jugendlichen/,Wiederholte Querschnitte,Nicht COVID-bedingte ärztliche Inanspruchnahme,"Kinder und Jugendliche bis 17 Jahre, die in den teilnehmenden Kinderkliniken versorgt wurden",Besondere Bevölkerungsgruppen,Kinder/Jugendliche ≤ 18Jahre,17,0,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,10400,2020-06-01,2021-05-31,https://doi.org/10.2139/ssrn.3965378,https://doi.org/10.1038/s41467-022-30482-6,,,,,,,,,,,,,,,,,,,,,,,,,,2021-12-03,2021-12-07,
Saarlandweite Coronavirus-Antikörper-Prävalenzstudie (SaarCoPS),Lokal/Regional,Saarland,Saarland,,,,,,Saarland,"Ministerium für Soziales, Gesundheit, Frauen und Familie",Staatliche Medizinaluntersuchungsstelle des Saarlandes,Universitätsklinikum des Saarlandes," Institut für Virologie, Universitätsklinikum des Saarlandes",,,,,"Ministerium für Soziales, Gesundheit, Frauen und Familie; Staatliche Medizinaluntersuchungsstelle des Saarlandes, Institut für Virologie, Universitätsklinikum des Saarlandes 
",,https://www.uniklinikum-saarland.de/de/einrichtungen/kliniken_institute/infektionsmedizin/virologie/saarcops/,Längsschnitt/Prospektive Kohortenstudie,Wohnbevölkerung,Einwohnerinnen und Einwohner des Saarlandes,Allgemeinbevölkerung,Erwachsene,95,18,Einwohnermeldeamts-Zufallsstichprobe,Teilnehmende,2900,2020-07-22,2020-10-15,https://www.uniklinikum-saarland.de/de/aktuelles/einzelansicht_news/aktuellesseite/article/saarlaendische-antikoerperstudie-zur-coronavirus-infektion-abgeschlossen-institut-fuer-virologie-am/,https://doi.org/10.1038/s43856-022-00100-z,,,,Seroprävalenz der erwachsenen Bevölkerung des Saarlands für den Zeitraum Juli bis Oktober 2020,https://doi.org/10.1038/s43856-022-00100-z,2022-05-18,Peer-reviewed Publikation,Vollblut,multiple,Mehrere Antikörper,Mehrere/andere,ROCHE N,,,,,,,Roche N,Adjustiert für Test-Güte und bevölkerungsgewichtet,,,0.0102,0.0064,0.0144,,2022-06-06,2.68
Fr1da-COVID19: Messung der Entwicklung von Immunität gegen SARS-CoV-2 in einer Kinderkohorte in Bayern (2019-2022 ),Lokal/Regional,Bayern,Bayern,,,,,,Bayern,"Helmholtz Zentrum München, Institut für Diabetesforschung",Helmholtz Zentrum München,,,,,,,"Institut für Diabetesforschung, Helmholtz Zentrum München",,https://www.typ1diabetes-frueherkennung.de/informationen-fuer-aerzte/fr1daplus-sars-cov-2.html,Wiederholte Querschnitte,Wohnbevölkerung,Teilnehmende Kinder der Fr1da-Studie (Kinderkohorte zur Früherkennung des Typ-1-Diabetes),Allgemeinbevölkerung,Kinder/Jugendliche ≤ 18Jahre,10,2,Kohortenstichprobe - Ziehung aus Kohortenstudie der Allgemeinbevökerung,Teilnehmende,75000,2020-01-01,,https://doi.org/10.1016/j.medj.2020.10.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-27,
Fr1da-COVID19: Messung der Entwicklung von Immunität gegen SARS-CoV-2 in einer Kinderkohorte in Bayern (2019-2022 ),Lokal/Regional,Bayern,Bayern,,,,,,Bayern,"Helmholtz Zentrum München, Institut für Diabetesforschung",Helmholtz Zentrum München,,,,,,,"Institut für Diabetesforschung, Helmholtz Zentrum München",,https://www.typ1diabetes-frueherkennung.de/informationen-fuer-aerzte/fr1daplus-sars-cov-2.html,Wiederholte Querschnitte,Wohnbevölkerung,Teilnehmende Kinder (1 - 10 Jahre alt) der Fr1da-Studie (Kinderkohorte zur Früherkennung des Typ-1-Diabetes) Jan 2020 - Aug 2020,Allgemeinbevölkerung,Kinder/Jugendliche ≤ 18Jahre,10,1,Kohortenstichprobe - Ziehung aus Kohortenstudie der Allgemeinbevökerung,Teilnehmende,15500,2020-01-01,2020-08-31,,,,,,Gesamtseroprävalenz teilnehmender Kinder der Fr1da-Studie im Alter von 1 bis 10 Jahre für den Zeitraum von Januar bis August 2020,https://doi.org/10.1016/j.medj.2021.03.019,2021-05-14,Peer-reviewed Publikation,Kapillarblut,Mehrere,Gesamt Ig-Antikörper,Elektrochemolumineszenz (ECL)-Immunassay; LIPS,Author designed,,,,,,,Author designed,Adjustiert für Test-Güte,0.973,1,0.0068,0.0056,0.0082,,2021-10-17,
Fr1da-COVID19: Messung der Entwicklung von Immunität gegen SARS-CoV-2 in einer Kinderkohorte in Bayern (2019-2022 ),Lokal/Regional,Bayern,Bayern,,,,,,Bayern,"Helmholtz Zentrum München, Institut für Diabetesforschung",Helmholtz Zentrum München,,,,,,,"Institut für Diabetesforschung, Helmholtz Zentrum München",,https://www.typ1diabetes-frueherkennung.de/informationen-fuer-aerzte/fr1daplus-sars-cov-2.html,Wiederholte Querschnitte,Wohnbevölkerung,Teilnehmende Kinder (1 - 10 Jahre alt) der Fr1da-Studie (Kinderkohorte zur Früherkennung des Typ-1-Diabetes) Sept 2020 - Feb 2021,Allgemeinbevölkerung,Kinder/Jugendliche ≤ 18Jahre,10,1,Kohortenstichprobe - Ziehung aus Kohortenstudie der Allgemeinbevökerung,Teilnehmende,11400,2020-09-01,2021-02-28,,,,,,Gesamtseroprävalenz teilnehmender Kinder der Fr1da-Studie im Alter von 1 bis 10 Jahre für den Zeitraum von September 2020 bis Februar 2021,https://doi.org/10.1016/j.medj.2021.03.019,2021-05-14,Peer-reviewed Publikation,Kapillarblut,Mehrere,Gesamt Ig-Antikörper,Elektrochemolumineszenz (ECL)-Immunassay; LIPS,Author designed,,,,,,,Author designed,Adjustiert für Test-Güte,0.973,1,0.0392,0.0357,0.0429,,2021-10-17,
Fr1da-COVID19: Messung der Entwicklung von Immunität gegen SARS-CoV-2 in einer Kinderkohorte in Bayern (2019-2022 ),Lokal/Regional,Bayern,Bayern,,,,,,Bayern,"Helmholtz Zentrum München, Institut für Diabetesforschung",Helmholtz Zentrum München,,,,,,,"Institut für Diabetesforschung, Helmholtz Zentrum München",,https://www.typ1diabetes-frueherkennung.de/informationen-fuer-aerzte/fr1daplus-sars-cov-2.html,Wiederholte Querschnitte,Wohnbevölkerung,Teilnehmende Kinder (1 - 10 Jahre alt) der Fr1da-Studie (Kinderkohorte zur Früherkennung des Typ-1-Diabetes) Juli 2020,Allgemeinbevölkerung,Kinder/Jugendliche ≤ 18Jahre,18,1,Kohortenstichprobe - Ziehung aus Kohortenstudie der Allgemeinbevökerung,Teilnehmende,,2020-03-01,2020-03-31,,,,,,Untererfassungsfaktor teilnehmender Kinder der Fr1da-Studie im Alter von 1 bis 18 Jahre für den Zeitraum  März 2020,https://doi.org/10.1016/j.medj.2020.10.003,,,,,,,,,,,,,,,,,,,,,,2022-02-15,2
Fr1da-COVID19: Messung der Entwicklung von Immunität gegen SARS-CoV-2 in einer Kinderkohorte in Bayern (2019-2022 ),Lokal/Regional,Bayern,Bayern,,,,,,Bayern,"Helmholtz Zentrum München, Institut für Diabetesforschung",Helmholtz Zentrum München,,,,,,,"Institut für Diabetesforschung, Helmholtz Zentrum München",,https://www.typ1diabetes-frueherkennung.de/informationen-fuer-aerzte/fr1daplus-sars-cov-2.html,Wiederholte Querschnitte,Wohnbevölkerung,Teilnehmende Kinder (1 - 10 Jahre alt) der Fr1da-Studie (Kinderkohorte zur Früherkennung des Typ-1-Diabetes) Juli 2020,Allgemeinbevölkerung,Kinder/Jugendliche ≤ 18Jahre,18,1,Kohortenstichprobe - Ziehung aus Kohortenstudie der Allgemeinbevökerung,Teilnehmende,,2020-04-01,2020-07-31,,,,,,Untererfassungsfaktor teilnehmender Kinder der Fr1da-Studie im Alter von 1 bis 18 Jahre für den Zeitraum April bis Juli 2020,https://doi.org/10.1016/j.medj.2020.10.003,,,,,,,,,,,,,,,,,,,,,,2022-02-15,7.5
COVID-19 in Neustadt am Rennsteig (Co-NAN),Lokal/Regional,Thüringen,Neustadt am Rennsteig,,,,,,Neustadt am Rennsteig,Universitätsklinikum Jena,,,,,,,,Universitätsklinikum Jena,https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022416,,Längsschnitt/Prospektive Kohortenstudie,Wohnbevölkerung,Einwohnerinnen und Einwohner der Stadt Neustadt am Rennsteig,Allgemeinbevölkerung,Mehrere,97,1,Vollerhebung der Grundgesamtheit,Teilnehmende,600,2020-05-13,2020-05-22,https://doi.org/10.1101/2020.07.15.20154112,https://doi.org/10.1016/j.cmi.2020.11.009,,,,Einwohnerinnen und Einwohner der Stadt Neustadt am Rennsteig,https://doi.org/10.1016/j.cmi.2020.11.009,2020-11-20,Peer-reviewed Publikation,Vollblut,Mehrere,IgG,Mehrere/andere,EPITOPE,DIASORIN,SNIBE,SEROPRAX,EUROIMMUN,ABBOTT,ROCHE,EPITOPE; DIASORIN; SNIBE; SEROPRAX; EUROIMMUN; ABBOTT; ROCHE,Adjustiert für Test-Güte und bevölkerungsgewichtet,,,0.115,0.091,0.142,2021-07-11,2021-10-08,2
Hamburg City Health Study (HCHS): Covid-19 Modul,Lokal/Regional,Hamburg,Hamburg,,,,,,Hamburg,Universitätsklinikum Hamburg-Eppendorf,,,,,,,,Universitätsklinikum Hamburg-Eppendorf (UKE),,https://www.uke.de/allgemein/presse/pressemitteilungen/detailseite_93825.html,Querschnitt,Wohnbevölkerung,Teilnehmende der Hamburg City Health Study,Allgemeinbevölkerung,Erwachsene,74,45,Kohortenstichprobe - Ziehung aus Kohortenstudie der Allgemeinbevökerung,Teilnehmende,6000,2020-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Covid-19 Children Health Investigation of Latent Disease in Hamburg (C19.CHILD HAMBURG),Lokal/Regional,Hamburg,Hamburg,,,,,,Hamburg,Universitätsklinikum Hamburg-Eppendorf,,,,,,,,"Klinik für Kinder- und Jugendmedizin und Institut für Mikrobiologie, Universitätsklinikum Eppendorf",,http://c19child.hamburg,Quer- und selektiver Längsschnitt,Nicht COVID-bedingte ärztliche Inanspruchnahme,"Stationäre und ambulante Patientinnen und Patienten aller Hamburger Kinderkliniken ",Allgemeinbevölkerung und besondere Bevölkerungsgruppen,Kinder/Jugendliche ≤ 18Jahre,17,0,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,4700,2020-05-11,2020-06-30,https://www.uke.de/allgemein/presse/pressemitteilungen/detailseite_95874.html,"https://doi.org/10.1101/2022.02.11.22270611 ",https://doi.org/10.1055/s-0042-1742988,,,Gesamtseroprävalenz stationärer und ambulanter Patientinnen und Patienten aller Hamburger Kinderkliniken für den Zeitraum Mai bis Juni 2020,"https://doi.org/10.1101/2022.02.11.22270611 ",2022-02-11,Preprint,Vollblut,,Gesamt Ig-Antikörper,Mehrere/andere,DIASORIN,ROCHE,,,,,,DIASORIN; Roche,,,,0.0144,,,,2022-05-04,
Covid-19 Children Health Investigation of Latent Disease in Hamburg (C19.CHILD HAMBURG),Lokal/Regional,Hamburg,Hamburg,,,,,,Hamburg,Universitätsklinikum Hamburg-Eppendorf,,,,,,,,"Klinik für Kinder- und Jugendmedizin und Institut für Mikrobiologie, Universitätsklinikum Eppendorf",,http://c19child.hamburg,Quer- und selektiver Längsschnitt,Nicht COVID-bedingte ärztliche Inanspruchnahme,Stationäre und ambulante Patientinnen und Patienten aller Hamburger Kinderkliniken 0 - 9 Jahre,Allgemeinbevölkerung und besondere Bevölkerungsgruppen,Kinder/Jugendliche ≤ 18Jahre,5,0,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,0,2020-05-11,2020-06-30,,,,,,Seroprävalenz stationärer und ambulanter Patientinnen und Patienten aller Hamburger Kinderkliniken im Alter von 0 bis 5 Jahren für den Zeitraum Mai bis Juni 2020,"https://doi.org/10.1101/2022.02.11.22270611 ",2022-02-11,Preprint,Vollblut,,Gesamt Ig-Antikörper,Mehrere/andere,DIASORIN,ROCHE,,,,,,DIASORIN; Roche,,,,0.0058,0.0036,0.008,,2022-05-04,
