title,scope_regionality,region,location_1,location_2,location_3,location_4,location_5,location_6,location_raw,organisation_1,organisation_2,organisation_3,organisation_4,organisation_5,organisation_6,organisation_7,organisation_8,organisation_raw,registry_url,information_url,type,subject_frame,subject_information,scope_population,scope_age,age_max,age_min,sample_design,sample_analysis_unit,sample_size_obtained,sample_size_rounded,start_date,end_date,resource_url_1,resource_url_2,resource_url_3,resource_url_4,resource_url_5,results_seroprevalence_information,results_publication_url,results_publication_date,results_publication_type,analysis_data_source,analysis_target,analysis_isotype,analysis_test,analysis_test_manufacturer_1,analysis_test_manufacturer_2,analysis_test_manufacturer_3,analysis_test_manufacturer_4,analysis_test_manufacturer_5,analysis_test_manufacturer_6,analysis_test_manufacturer_7,analysis_test_manufacturer_raw,results_seroprevalence_adjustment,results_seroprevalence_sensitivity,results_seroprevalence_specificity,results_seroprevalence_positive,results_seroprevalence_positive_95pct_lower,results_seroprevalence_positive_95pct_upper,record_created,record_modified,results_underreporting
Serologische Untersuchungen bei Blutspendern des Großraumes Magdeburg auf Antikörper gegen SARS-CoV-2 (SeMaCo),Local/Regional,Saxony-Anhalt,Magdeburg,,,,,,Magdeburg,Otto-von-Guericke-Universität Magdeburg,,,,,,,,"Medizinische Fakultät, Otto-von-Guericke-Universität Magdeburg",,http://www.itib.ovgu.de/Forschung+_+Lehre.html,Repeated cross-sectional,Blood donors,Blood donors from Magdeburg and the surrounding area,General population,Adults,,18,Blood donation,Participants,566,600,2021-02-01,2021-02-28,,,,,,Seroprevalence among blood donors for the period February 2021,https://www.karger.com/Article/Pdf/518751,2021-09-07,Presentation,whole blood,,,,N/A,,,,,,,N/A,,,,0.074,,,2022-04-25,2022-05-10,
Serologische Untersuchungen bei Blutspendern des Großraumes Magdeburg auf Antikörper gegen SARS-CoV-2 (SeMaCo),Local/Regional,Saxony-Anhalt,Magdeburg,,,,,,Magdeburg,Otto-von-Guericke-Universität Magdeburg,,,,,,,,"Medizinische Fakultät, Otto-von-Guericke-Universität Magdeburg",,http://www.itib.ovgu.de/Forschung+_+Lehre.html,Repeated cross-sectional,Blood donors,Blood donors from Magdeburg and the surrounding area,General population,Adults,,18,Blood donation,Participants,888,900,2021-03-01,2021-03-31,,,,,,Seroprevalence among blood donors for the period March 2021,https://www.karger.com/Article/Pdf/518751,2021-09-07,Presentation,whole blood,,,,N/A,,,,,,,N/A,,,,0.12,,,2022-04-25,2022-05-10,
Serologische Untersuchungen bei Blutspendern des Großraumes Magdeburg auf Antikörper gegen SARS-CoV-2 (SeMaCo),Local/Regional,Saxony-Anhalt,Magdeburg,,,,,,Magdeburg,Otto-von-Guericke-Universität Magdeburg,,,,,,,,"Medizinische Fakultät, Otto-von-Guericke-Universität Magdeburg",,http://www.itib.ovgu.de/Forschung+_+Lehre.html,Repeated cross-sectional,Blood donors,Blood donors from Magdeburg and the surrounding area,General population,Adults,,18,Blood donation,Participants,514,500,2021-04-01,2021-04-30,,,,,,Seroprevalence among blood donors for the period April 2021,https://www.karger.com/Article/Pdf/518751,2021-09-07,Presentation,whole blood,,,,N/A,,,,,,,N/A,,,,0.253,,,2022-04-25,2022-05-10,
Serologische Untersuchungen bei Blutspendern des Großraumes Magdeburg auf Antikörper gegen SARS-CoV-2 (SeMaCo),Local/Regional,Saxony-Anhalt,Magdeburg,,,,,,Magdeburg,Otto-von-Guericke-Universität Magdeburg,,,,,,,,"Medizinische Fakultät, Otto-von-Guericke-Universität Magdeburg",https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00023263,http://www.itib.ovgu.de/Forschung+_+Lehre.html,Repeated cross-sectional,Blood donors,Blood donors from Magdeburg and the surrounding area,General population,Adults,,18,Blood donation,Participants,2236,2200,2021-01-20,2021-04-30,https://www.med.uni-magdeburg.de/Kommunikation+_+Presse/Marketing_+Kommunikation+und+Medien/Presse/Pressemitteilungen/Universit%C3%A4tsmedizin+Magdeburg/UMMD+_+03_06_2021+Erste+Ergebnisse+der+Magdeburger+Antik%C3%B6rperstudie+zu+COVID_19_+Von+einer+breiten+Immunit%C3%A4t+noch+weit+entfernt-p-22890.html,https://www.karger.com/Article/Pdf/518751,,,,Seroprevalence among all participating blood donors January to April 2021,https://www.karger.com/Article/Pdf/518751,2022-09-07,Presentation,whole blood,,,,N/A,,,,,,,N/A,,,,0.129,,,2021-09-03,2022-05-10,
Serologische Untersuchungen bei Blutspendern des Großraumes Magdeburg auf Antikörper gegen SARS-CoV-2 (SeMaCo),Local/Regional,Saxony-Anhalt,Magdeburg,,,,,,Magdeburg,Otto-von-Guericke-Universität Magdeburg,,,,,,,,"Medizinische Fakultät, Otto-von-Guericke-Universität Magdeburg",,http://www.itib.ovgu.de/Forschung+_+Lehre.html,Repeated cross-sectional,Blood donors,Blood donors from Magdeburg and the surrounding area,General population,Adults,,18,Blood donation,Participants,1895,1900,2021-01-18,2021-04-30,,,,,,Seroprevalence among unvaccinated blood donors January to April 2021,https://www.med.uni-magdeburg.de/Kommunikation+_+Presse/Marketing_+Kommunikation+und+Medien/Presse/Pressemitteilungen/Universit%C3%A4tsmedizin+Magdeburg/UMMD+_+03_06_2021+Erste+Ergebnisse+der+Magdeburger+Antik%C3%B6rperstudie+zu+COVID_19_+Von+einer+breiten+Immunit%C3%A4t+noch+weit+entfernt-p-22890.html,2021-06-03,Press release,whole blood,,,,N/A,,,,,,,N/A,,,,0.06,,,2021-09-03,2021-10-17,
Seroprävalenz COVID-19 Düsseldorf: junge Düsseldorfer/-innen (SERODUS I),Local/Regional,North Rhine-Westphalia,Dusseldorf,,,,,,Dusseldorf,Universitätsklinikum Düsseldorf,Stadt Düsseldorf,,,,,,,Universitätsklinikum Düsseldorf und Stadt Düsseldorf,,https://www.uniklinik-duesseldorf.de/patienten-besucher/klinikeninstitutezentren/institut-fuer-medizinische-soziologie/das-institut/forschung/serodus,Cross sectional,Household and Community Samples,Residents of Düsseldorf,General population,Adults,30,18,Random sampling (central registration-based),Participants,2186,2200,2020-11-02,2020-11-27,https://doi.org/10.1016/j.puhe.2022.03.009,,,,,Seroprevalence of 18 to 30 year old residents of Düsseldorf,https://doi.org/10.1016/j.puhe.2022.03.009,2022-03-23,Peer-reviewed Publikation,whole blood,anti Nucleocapsid,Total antibody,Elektrochemolumineszenz (ECL)-Immunassay; LIPS,ROCHE,,,,,,,ROCHE,Adjusted for test-specificity/test-sensitivity,0.995,0.998,0.031,0.024,0.04,,2022-05-10,1.7
SARS-CoV-2-KIDS study,Nationwide,Nationwide,Germany,,,,,,"14 paediatric clinics from all over Germany, focus on North Rhine-Westphalia",Germany,,,,,,,,14 large paediatric clinics,,https://www.umm.de/medien/pressemitteilungen/pressemitteilung/news/sars-cov-2-kids-studie-grosse-multizentrische-studie-mit-kindern-und-jugendlichen/,Repeated cross-sectional,Persons seeking care for non-COVID reasons,Children and adolescents up to 17 years of age from participating children's hospitals,Selected population groups,Children/adolescents ≤18 years,17,0,Convenience sample,Participants,,,2020-06-01,2020-09-30,,,,,,Seroprevalence in children and adolescents up to the age of 17 for the period June - September 2020,https://doi.org/10.1038/s41467-022-30482-6,2022-06-06,Peer-reviewed Publikation,whole blood,anti -S1 domain,IgG,"ELISA ",EUROIMMUN,,,,,,,EUROIMMUN,Population-weighted,,,0.02,0.016,0.025,2022-01-10,2022-02-11,
SARS-CoV-2-KIDS study,Nationwide,Nationwide,Germany,,,,,,"14 paediatric clinics from all over Germany, focus on North Rhine-Westphalia",Germany,,,,,,,,14 large paediatric clinics,,https://www.umm.de/medien/pressemitteilungen/pressemitteilung/news/sars-cov-2-kids-studie-grosse-multizentrische-studie-mit-kindern-und-jugendlichen/,Repeated cross-sectional,Persons seeking care for non-COVID reasons,Children and adolescents up to 17 years of age from participating children's hospitals,Selected population groups,Children/adolescents ≤18 years,17,0,Convenience sample,Participants,,,2020-10-01,2021-03-31,,,,,,Seroprevalence in children and adolescents up to the age of 17 for the period October 2020 - March 2021,https://doi.org/10.1038/s41467-022-30482-6,2022-06-06,Peer-reviewed Publikation,whole blood,anti -S1 domain,IgG,"ELISA ",EUROIMMUN,,,,,,,EUROIMMUN,Population-weighted,,,0.108,0.087,0.129,2022-01-10,2022-02-11,
SARS-CoV-2-KIDS study,Nationwide,Nationwide,Germany,,,,,,"14 paediatric clinics from all over Germany, focus on North Rhine-Westphalia",Germany,,,,,,,,14 large paediatric clinics,,https://www.umm.de/medien/pressemitteilungen/pressemitteilung/news/sars-cov-2-kids-studie-grosse-multizentrische-studie-mit-kindern-und-jugendlichen/,Repeated cross-sectional,Persons seeking care for non-COVID reasons,Children and adolescents up to 17 years of age from participating children's hospitals,Selected population groups,Children/adolescents ≤18 years,17,0,Convenience sample,Participants,10358,10400,2020-06-01,2021-05-31,https://doi.org/10.2139/ssrn.3965378,https://doi.org/10.1038/s41467-022-30482-6,,,,,,,,,,,,,,,,,,,,,,,,,,2021-12-03,2021-12-07,
Saarlandweite Coronavirus-Antikörper-Prävalenzstudie (SaarCoPS),Local/Regional,Saarland,Saarland,,,,,,Saarland,"Ministerium für Soziales, Gesundheit, Frauen und Familie",Staatliche Medizinaluntersuchungsstelle des Saarlandes,Universitätsklinikum des Saarlandes," Institut für Virologie, Universitätsklinikum des Saarlandes",,,,,"Ministerium für Soziales, Gesundheit, Frauen und Familie; Staatliche Medizinaluntersuchungsstelle des Saarlandes, Institut für Virologie, Universitätsklinikum des Saarlandes 
",,https://www.uniklinikum-saarland.de/de/einrichtungen/kliniken_institute/infektionsmedizin/virologie/saarcops/,Longitudinal/Prospectice cohort study,Household and Community Samples,Residents of Saarland,General population,Adults,95,18,Random sampling (central registration-based),Participants,2940,2900,2020-07-22,2020-10-15,https://www.uniklinikum-saarland.de/de/aktuelles/einzelansicht_news/aktuellesseite/article/saarlaendische-antikoerperstudie-zur-coronavirus-infektion-abgeschlossen-institut-fuer-virologie-am/,https://doi.org/10.1038/s43856-022-00100-z,,,,Seroprevalence of the adult population from the federal state of Saarland for the period from July 2020 to Octobre 2020,https://doi.org/10.1038/s43856-022-00100-z,2022-05-18,Peer-reviewed Publikation,whole blood,multiple,Multiple antibodies,Mehrere/andere,ROCHE N,,,,,,,Roche N,Adjusted for test-specificity/test-sensitivity and population-weighted,,,0.0102,0.0064,0.0144,,2022-06-06,2.68
Fr1da-COVID19: Messung der Entwicklung von Immunität gegen SARS-CoV-2 in einer Kinderkohorte in Bayern (2019-2022 ),Local/Regional,Bavaria,Bavaria,,,,,,Bavaria,"Helmholtz Zentrum München, Institut für Diabetesforschung",Helmholtz Zentrum München,,,,,,,"Institut für Diabetesforschung, Helmholtz Zentrum München",,https://www.typ1diabetes-frueherkennung.de/informationen-fuer-aerzte/fr1daplus-sars-cov-2.html,Repeated cross-sectional,Household and Community Samples,Participating children of the Fr1da study (children's cohort for early detection of type 1 diabetes),General population,Children/adolescents ≤18 years,10,2,Cohort-sample - Sampling from existing cohort study in the general population,Participants,,75000,2020-01-01,,https://doi.org/10.1016/j.medj.2020.10.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-27,
Fr1da-COVID19: Messung der Entwicklung von Immunität gegen SARS-CoV-2 in einer Kinderkohorte in Bayern (2019-2022 ),Local/Regional,Bavaria,Bavaria,,,,,,Bavaria,"Helmholtz Zentrum München, Institut für Diabetesforschung",Helmholtz Zentrum München,,,,,,,"Institut für Diabetesforschung, Helmholtz Zentrum München",,https://www.typ1diabetes-frueherkennung.de/informationen-fuer-aerzte/fr1daplus-sars-cov-2.html,Repeated cross-sectional,Household and Community Samples,Participating children (1 - 10 years of age) of the Fr1da study (children's cohort for early detection of type 1 diabetes) from Jan 2020 to Aug 2020,General population,Children/adolescents ≤18 years,10,1,Cohort-sample - Sampling from existing cohort study in the general population,Participants,15523,15500,2020-01-01,2020-08-31,,,,,,Total seroprevalence of children 1 to 10 years old participating in the Fr1da study for the period from January to August 2020,https://doi.org/10.1016/j.medj.2021.03.019,2021-05-14,Peer-reviewed Publikation,capillary blood,multiple,Total antibody,Elektrochemolumineszenz (ECL)-Immunassay; LIPS,Author designed,,,,,,,Author designed,Adjusted for test-specificity/test-sensitivity,0.973,1,0.0068,0.0056,0.0082,,2021-10-17,
Fr1da-COVID19: Messung der Entwicklung von Immunität gegen SARS-CoV-2 in einer Kinderkohorte in Bayern (2019-2022 ),Local/Regional,Bavaria,Bavaria,,,,,,Bavaria,"Helmholtz Zentrum München, Institut für Diabetesforschung",Helmholtz Zentrum München,,,,,,,"Institut für Diabetesforschung, Helmholtz Zentrum München",,https://www.typ1diabetes-frueherkennung.de/informationen-fuer-aerzte/fr1daplus-sars-cov-2.html,Repeated cross-sectional,Household and Community Samples,Participating children (1 - 10 years of age) of the Fr1da study (children's cohort for early detection of type 1 diabetes) from Sept 2020 to Feb 2021,General population,Children/adolescents ≤18 years,10,1,Cohort-sample - Sampling from existing cohort study in the general population,Participants,11380,11400,2020-09-01,2021-02-28,,,,,,Total seroprevalence of children 1 to 10 years old participating in the Fr1da study for the period from September 2020 to February 2021,https://doi.org/10.1016/j.medj.2021.03.019,2021-05-14,Peer-reviewed Publikation,capillary blood,multiple,Total antibody,Elektrochemolumineszenz (ECL)-Immunassay; LIPS,Author designed,,,,,,,Author designed,Adjusted for test-specificity/test-sensitivity,0.973,1,0.0392,0.0357,0.0429,,2021-10-17,
Fr1da-COVID19: Messung der Entwicklung von Immunität gegen SARS-CoV-2 in einer Kinderkohorte in Bayern (2019-2022 ),Local/Regional,Bavaria,Bavaria,,,,,,Bavaria,"Helmholtz Zentrum München, Institut für Diabetesforschung",Helmholtz Zentrum München,,,,,,,"Institut für Diabetesforschung, Helmholtz Zentrum München",,https://www.typ1diabetes-frueherkennung.de/informationen-fuer-aerzte/fr1daplus-sars-cov-2.html,Repeated cross-sectional,Household and Community Samples,Participating children (1 - 10 years of age) of the Fr1da study (children's cohort for early detection of type 1 diabetes) in July 2020,General population,Children/adolescents ≤18 years,18,1,Cohort-sample - Sampling from existing cohort study in the general population,Participants,,,2020-03-01,2020-03-31,,,,,,Under reporting factor of children 1 to 18 years old participating in the Fr1da study for March 2020,https://doi.org/10.1016/j.medj.2020.10.003,,,,,,,,,,,,,,,,,,,,,,2022-02-15,2
Fr1da-COVID19: Messung der Entwicklung von Immunität gegen SARS-CoV-2 in einer Kinderkohorte in Bayern (2019-2022 ),Local/Regional,Bavaria,Bavaria,,,,,,Bavaria,"Helmholtz Zentrum München, Institut für Diabetesforschung",Helmholtz Zentrum München,,,,,,,"Institut für Diabetesforschung, Helmholtz Zentrum München",,https://www.typ1diabetes-frueherkennung.de/informationen-fuer-aerzte/fr1daplus-sars-cov-2.html,Repeated cross-sectional,Household and Community Samples,Participating children (1 - 10 years of age) of the Fr1da study (children's cohort for early detection of type 1 diabetes) in July 2020,General population,Children/adolescents ≤18 years,18,1,Cohort-sample - Sampling from existing cohort study in the general population,Participants,,,2020-04-01,2020-07-31,,,,,,Under reporting factor of children 1 to 18 years old participating in the Fr1da study for April to Juli 2020,https://doi.org/10.1016/j.medj.2020.10.003,,,,,,,,,,,,,,,,,,,,,,2022-02-15,7.5
Seroprevalence of SARS-CoV-2 antibodies in a quarantined community after a COVID-19 outbreak (Co-NAN),Local/Regional,Thuringia,Neustadt am Rennsteig,,,,,,Neustadt am Rennsteig,Universitätsklinikum Jena,,,,,,,,Universitätsklinikum Jena,https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022416,,Longitudinal/Prospectice cohort study,Household and Community Samples,Residents of Neustadt am Rennsteig,General population,Multiple,97,1,Entire sample,Participants,620,600,2020-05-13,2020-05-22,https://doi.org/10.1101/2020.07.15.20154112,https://doi.org/10.1016/j.cmi.2020.11.009,,,,Residents of Neustadt am Rennsteig,https://doi.org/10.1016/j.cmi.2020.11.009,2020-11-20,Peer-reviewed Publikation,whole blood,multiple,IgG,Mehrere/andere,EPITOPE,DIASORIN,SNIBE,SEROPRAX,EUROIMMUN,ABBOTT,ROCHE,EPITOPE; DIASORIN; SNIBE; SEROPRAX; EUROIMMUN; ABBOTT; ROCHE,Adjusted for test-specificity/test-sensitivity and population-weighted,,,0.115,0.091,0.142,2021-07-11,2021-10-08,2
Hamburg City Health Study (HCHS): Covid-19 Modul,Local/Regional,Hamburg,Hamburg,,,,,,Hamburg,Universitätsklinikum Hamburg-Eppendorf,,,,,,,,Universitätsklinikum Hamburg-Eppendorf (UKE),,https://www.uke.de/allgemein/presse/pressemitteilungen/detailseite_93825.html,Cross sectional,Household and Community Samples,Particpants of the Hamburg City Health Study,General population,Adults,74,45,Cohort-sample - Sampling from existing cohort study in the general population,Participants,6000,6000,2020-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Covid-19 Children Health Investigation of Latent Disease in Hamburg (C19.CHILD HAMBURG),Local/Regional,Hamburg,Hamburg,,,,,,Hamburg,Universitätsklinikum Hamburg-Eppendorf,,,,,,,,"Klinik für Kinder- und Jugendmedizin und Institut für Mikrobiologie, Universitätsklinikum Eppendorf",,http://c19child.hamburg,Cross sectional and selective longitudinal,Persons seeking care for non-COVID reasons,Inpatients and outpatients of all Hamburg children's hospitals,General population and selected population groups,Children/adolescents ≤18 years,17,0,Convenience sample,Participants,4657,4700,2020-05-11,2020-06-30,https://www.uke.de/allgemein/presse/pressemitteilungen/detailseite_95874.html,"https://doi.org/10.1101/2022.02.11.22270611 ",https://doi.org/10.1055/s-0042-1742988,,,Total seroprevalence of outpatients and inpatients of the Hamburg pedriatric hospitals for the period of May to June 2020,"https://doi.org/10.1101/2022.02.11.22270611 ",2022-02-11,Preprint,whole blood,multiple,Total antibody,Mehrere/andere,DIASORIN,ROCHE,,,,,,DIASORIN; Roche,,,,0.0144,,,,2022-05-04,
Covid-19 Children Health Investigation of Latent Disease in Hamburg (C19.CHILD HAMBURG),Local/Regional,Hamburg,Hamburg,,,,,,Hamburg,Universitätsklinikum Hamburg-Eppendorf,,,,,,,,"Klinik für Kinder- und Jugendmedizin und Institut für Mikrobiologie, Universitätsklinikum Eppendorf",,http://c19child.hamburg,Cross sectional and selective longitudinal,Persons seeking care for non-COVID reasons,Inpatients and outpatients of all Hamburg children's hospitals 0 - 9 years old,General population and selected population groups,Children/adolescents ≤18 years,5,0,Convenience sample,Participants,,0,2020-05-11,2020-06-30,,,,,,Seroprevalence of outpatients and inpatients of the Hamburg pedriatric hospitals aged 0 to 5 years old for the period of May to June 2020,"https://doi.org/10.1101/2022.02.11.22270611 ",2022-02-11,Preprint,whole blood,multiple,Total antibody,Mehrere/andere,DIASORIN,ROCHE,,,,,,DIASORIN; Roche,,,,0.0058,0.0036,0.008,,2022-05-04,
